Sub 0 RXTX 0/0,Sub 0 RXTX 1/0,Sub 0 RXTX 2/0,Sub 1 RXTX 0/0,Sub 1 RXTX 1/0,Sub 1 RXTX 2/0,Sub 2 RXTX 0/0,Sub 2 RXTX 1/0,Sub 2 RXTX 2/0,Sub 3 RXTX 0/0,Sub 3 RXTX 1/0,Sub 3 RXTX 2/0,Sub 4 RXTX 0/0,Sub 4 RXTX 1/0,Sub 4 RXTX 2/0,Sub 5 RXTX 0/0,Sub 5 RXTX 1/0,Sub 5 RXTX 2/0,Sub 6 RXTX 0/0,Sub 6 RXTX 1/0,Sub 6 RXTX 2/0,Sub 7 RXTX 0/0,Sub 7 RXTX 1/0,Sub 7 RXTX 2/0,Sub 8 RXTX 0/0,Sub 8 RXTX 1/0,Sub 8 RXTX 2/0,Sub 9 RXTX 0/0,Sub 9 RXTX 1/0,Sub 9 RXTX 2/0,Sub 10 RXTX 0/0,Sub 10 RXTX 1/0,Sub 10 RXTX 2/0,Sub 11 RXTX 0/0,Sub 11 RXTX 1/0,Sub 11 RXTX 2/0,Sub 12 RXTX 0/0,Sub 12 RXTX 1/0,Sub 12 RXTX 2/0,Sub 13 RXTX 0/0,Sub 13 RXTX 1/0,Sub 13 RXTX 2/0,Sub 14 RXTX 0/0,Sub 14 RXTX 1/0,Sub 14 RXTX 2/0,Sub 15 RXTX 0/0,Sub 15 RXTX 1/0,Sub 15 RXTX 2/0,Sub 16 RXTX 0/0,Sub 16 RXTX 1/0,Sub 16 RXTX 2/0,Sub 17 RXTX 0/0,Sub 17 RXTX 1/0,Sub 17 RXTX 2/0,Sub 18 RXTX 0/0,Sub 18 RXTX 1/0,Sub 18 RXTX 2/0,Sub 19 RXTX 0/0,Sub 19 RXTX 1/0,Sub 19 RXTX 2/0,Sub 20 RXTX 0/0,Sub 20 RXTX 1/0,Sub 20 RXTX 2/0,Sub 21 RXTX 0/0,Sub 21 RXTX 1/0,Sub 21 RXTX 2/0,Sub 22 RXTX 0/0,Sub 22 RXTX 1/0,Sub 22 RXTX 2/0,Sub 23 RXTX 0/0,Sub 23 RXTX 1/0,Sub 23 RXTX 2/0,Sub 24 RXTX 0/0,Sub 24 RXTX 1/0,Sub 24 RXTX 2/0,Sub 25 RXTX 0/0,Sub 25 RXTX 1/0,Sub 25 RXTX 2/0,Sub 26 RXTX 0/0,Sub 26 RXTX 1/0,Sub 26 RXTX 2/0,Sub 27 RXTX 0/0,Sub 27 RXTX 1/0,Sub 27 RXTX 2/0,Sub 28 RXTX 0/0,Sub 28 RXTX 1/0,Sub 28 RXTX 2/0,Sub 29 RXTX 0/0,Sub 29 RXTX 1/0,Sub 29 RXTX 2/0
23.979400086720375,23.673559210260187,26.127838567197355,25.865873046717546,28.129133566428557,28.488047010518038,25.58708570533166,29.858753573083938,27.730546933642625,25.888317255942074,29.60946195733832,25.58708570533166,27.363965022766426,30.588054866759066,25.276299008713387,28.43855422623161,30.937717814987295,27.09269960975831,28.488047010518038,30.433622780211294,27.551122663950714,28.65103974641128,31.089031276673133,28.06179973983887,26.9284691927723,29.60946195733832,26.5991620006985,25.4282542695918,29.030899869919438,25.158738437116792,21.958996524092335,27.85329835010767,22.30448921378274,17.853298350107668,26.665179805548807,17.634279935629372,3.0102999566398125,24.345689040341988,16.020599913279625,18.633228601204557,20.043213737826427,18.633228601204557,22.87801729930226,16.989700043360187,20.253058652647702,24.857214264815802,13.979400086720377,19.86771734266245,26.55138434811382,17.853298350107668,19.030899869919434,27.458551951737288,21.13943352306837,17.853298350107668,27.17670503002262,22.380461031287954,17.16003343634799,25.563025007672874,24.345689040341988,16.127838567197355,24.62397997898956,24.377505628203878,15.314789170422552,22.50420002308894,23.384564936046047,13.010299956639813,18.129133566428553,21.13943352306837,14.14973347970818,12.30448921378274,20.969100130080562,18.129133566428553,14.62397997898956,19.54242509439325,20.0,18.325089127062363,19.138138523837167,22.04119982655925,18.129133566428553,16.989700043360187,20.863598306747484,16.901960800285135,15.68201724066995,21.5836249209525,16.020599913279625,11.139433523068368,20.969100130080562,9.030899869919436,0.0,15.68201724066995
24.955443375464483,24.082399653118497,27.39572344450092,26.82145076373832,29.030899869919438,29.49390006644913,26.60865478003869,30.68927611682072,28.94869656745253,26.6838591669,30.342272607705503,26.364878963533656,27.98650645445269,31.414497734004673,26.5991620006985,29.37016107464814,31.66133970305109,28.020892578817328,29.547247909790627,31.4674801363064,28.790958795000726,28.836614351536177,31.705550585212087,28.727388274726685,27.87460474518415,30.751818546186914,27.81755374652469,26.020599913279625,29.268567089496923,25.76341350205793,23.117538610557542,28.721562727482926,23.010299956639813,17.24275869600789,27.067177823367587,18.692317197309762,3.0102999566398125,24.969296480732147,14.14973347970818,18.573324964312683,21.13943352306837,18.573324964312683,23.873898263387293,17.634279935629372,21.13943352306837,25.76341350205793,16.532125137753436,20.5307844348342,27.49736315569061,18.633228601204557,19.294189257142925,28.06179973983887,21.613680022349747,17.16003343634799,27.788744720027395,23.443922736851107,17.634279935629372,26.848453616444125,25.118833609788744,16.020599913279625,25.31478917042255,25.670263661590603,16.532125137753436,23.654879848908998,24.424797690644485,16.127838567197355,20.0,22.14843848047698,15.68201724066995,14.14973347970818,21.64352855784437,19.030899869919434,16.532125137753436,20.170333392987803,20.5307844348342,19.294189257142925,20.043213737826427,22.87801729930226,19.294189257142925,18.325089127062363,22.30448921378274,18.129133566428553,16.020599913279625,22.30448921378274,15.68201724066995,11.139433523068368,22.278867046136735,11.139433523068368,6.020599913279624,17.24275869600789
25.118833609788744,25.2244423350632,27.85329835010767,26.127838567197355,28.94869656745253,29.67547976218862,24.955443375464483,29.986951583116557,28.06179973983887,25.390760987927766,29.585638832219672,25.899496013257078,26.63700925389648,29.831750720378132,25.95496221825574,28.29946695941636,30.644579892269185,27.551122663950714,28.790958795000726,31.007150865730818,28.280150642239768,29.712758487381056,31.798389280231866,29.014583213961124,28.721562727482926,31.309766916056173,27.81755374652469,28.305886686851444,31.007150865730818,27.032913781186615,24.668676203541096,29.894498176666918,23.979400086720375,21.64352855784437,29.24795995797912,20.827853703164504,10.0,26.60865478003869,17.853298350107668,19.54242509439325,22.671717284030137,19.294189257142925,26.11723308007342,20.170333392987803,23.010299956639813,26.848453616444125,17.16003343634799,22.380461031287954,28.356905714924252,19.294189257142925,20.969100130080562,28.836614351536177,21.958996524092335,18.129133566428553,27.38780558484369,22.576785748691847,17.24275869600789,25.563025007672874,23.873898263387293,15.68201724066995,23.891660843645326,24.62397997898956,14.14973347970818,21.64352855784437,23.873898263387293,12.552725051033061,17.16003343634799,22.09515014542631,15.68201724066995,13.010299956639813,21.64352855784437,20.253058652647702,15.314789170422552,20.644579892269185,21.335389083702175,19.030899869919434,20.644579892269185,23.69215857410143,19.030899869919434,19.030899869919434,22.50420002308894,19.86771734266245,18.129133566428553,23.979400086720375,15.68201724066995,13.979400086720377,23.673559210260187,14.14973347970818,3.0102999566398125,19.294189257142925
24.84299839346786,24.712917110589387,27.730546933642625,26.19093330626743,28.597385661971472,29.464522650130732,25.105450102066122,30.10723865391773,27.98650645445269,25.289167002776548,29.68015713993642,25.622928644564745,26.830470382388498,30.588054866759066,26.39486489268586,28.382192219076256,30.740846890282437,27.16837723299524,28.813846567705728,30.681858617461618,28.129133566428557,29.20123326290724,31.37670537236755,28.58537197569639,28.85926339801431,31.414497734004673,28.129133566428557,27.435097647284298,30.433622780211294,26.364878963533656,25.58708570533166,30.663259253620375,24.377505628203878,22.04119982655925,29.661417327390325,20.863598306747484,10.0,26.60865478003869,17.853298350107668,21.13943352306837,23.117538610557542,20.969100130080562,25.575072019056577,19.86771734266245,23.521825181113627,27.363965022766426,17.634279935629372,22.944662261615928,27.85329835010767,19.030899869919434,20.170333392987803,28.506462351830667,21.613680022349747,19.030899869919434,27.634279935629372,22.87801729930226,17.853298350107668,25.670263661590603,23.59835482339888,15.314789170422552,24.14973347970818,24.74216264076255,13.010299956639813,21.64352855784437,23.69215857410143,14.14973347970818,17.24275869600789,21.5836249209525,16.127838567197355,12.552725051033061,21.367205671564065,19.294189257142925,14.14973347970818,20.253058652647702,21.702617153949575,19.030899869919434,20.0,22.55272505103306,19.49390006644913,19.912260756924947,23.443922736851107,19.912260756924947,17.16003343634799,23.873898263387293,16.127838567197355,13.979400086720377,23.180633349627616,15.563025007672874,6.989700043360188,19.49390006644913
23.820170425748685,23.654879848908998,26.39486489268586,26.283889300503116,27.788744720027395,28.382192219076256,26.127838567197355,30.043213737826427,27.958800173440753,26.830470382388498,30.141003215196207,26.020599913279625,27.788744720027395,30.923696996291206,26.63700925389648,28.965262174895553,30.969100130080562,27.307822756663892,28.790958795000726,30.79543007402906,28.020892578817328,28.129133566428557,30.663259253620375,28.129133566428557,27.39572344450092,30.043213737826427,27.032913781186615,25.010592622177516,28.721562727482926,24.857214264815802,21.958996524092335,27.965743332104296,23.05351369446624,17.24275869600789,27.067177823367587,18.692317197309762,3.0102999566398125,23.979400086720375,15.68201724066995,17.853298350107668,20.5307844348342,18.573324964312683,23.180633349627616,16.020599913279625,21.13943352306837,24.857214264815802,15.314789170422552,20.5307844348342,26.522463410033232,18.325089127062363,18.692317197309762,27.307822756663892,21.13943352306837,17.634279935629372,26.884198220027105,22.85557309007774,15.68201724066995,26.39486489268586,24.232458739368077,15.68201724066995,24.857214264815802,24.712917110589387,15.68201724066995,23.05351369446624,23.521825181113627,15.314789170422552,18.129133566428553,22.04119982655925,13.979400086720377,14.14973347970818,20.827853703164504,18.129133566428553,14.14973347970818,19.294189257142925,20.253058652647702,17.634279935629372,19.030899869919434,21.613680022349747,19.030899869919434,17.24275869600789,21.73186268412274,17.16003343634799,13.010299956639813,21.958996524092335,15.051499783199061,12.041199826559248,21.84691430817599,12.30448921378274,3.0102999566398125,17.634279935629372
24.62397997898956,24.099331233312945,27.16003343634799,26.020599913279625,28.65103974641128,29.138138523837167,25.76341350205793,29.916690073799487,28.524799936368566,25.932860670204573,29.661417327390325,25.888317255942074,26.82145076373832,30.751818546186914,26.483600109809316,28.129133566428557,30.923696996291206,27.39572344450092,29.041743682841634,31.051694279993317,28.382192219076256,29.030899869919438,31.613680022349747,29.036325160842374,29.041743682841634,31.51676230847048,28.43855422623161,27.67897616018091,30.644579892269185,26.483600109809316,25.390760987927766,30.406023401140732,24.60897842756548,21.64352855784437,29.253120914996494,21.13943352306837,12.30448921378274,26.857417386022636,18.633228601204557,21.13943352306837,22.671717284030137,20.374264979406238,25.4282542695918,19.294189257142925,23.26335860928751,27.267272090265724,18.325089127062363,23.010299956639813,27.85329835010767,19.030899869919434,20.043213737826427,28.432327780980096,21.613680022349747,19.294189257142925,27.520484478194387,22.576785748691847,17.24275869600789,25.289167002776548,23.873898263387293,15.563025007672874,24.84299839346786,24.593924877592308,14.14973347970818,21.367205671564065,23.180633349627616,15.314789170422552,17.634279935629372,21.73186268412274,12.30448921378274,11.139433523068368,22.14843848047698,18.692317197309762,15.314789170422552,21.072099696478684,21.613680022349747,18.692317197309762,20.5307844348342,23.26335860928751,19.49390006644913,18.692317197309762,23.873898263387293,19.49390006644913,18.129133566428553,23.673559210260187,17.16003343634799,13.979400086720377,23.117538610557542,14.62397997898956,3.0102999566398125,20.043213737826427
24.487063199050798,24.857214264815802,27.664128471123995,26.283889300503116,28.721562727482926,29.12753303671323,25.888317255942074,30.10723865391773,28.356905714924252,25.71708831808688,29.772662124272927,25.622928644564745,27.032913781186615,30.511525224473814,26.364878963533656,27.958800173440753,30.809870469108873,27.49736315569061,29.014583213961124,30.969100130080562,28.43855422623161,28.727388274726685,31.670217957902565,28.692317197309762,28.727388274726685,31.476763242410986,28.382192219076256,27.520484478194387,30.61829307294699,26.82145076373832,25.987905067631154,30.61829307294699,24.955443375464483,21.84691430817599,29.206450014067876,20.681858617461618,12.552725051033061,27.16003343634799,19.138138523837167,20.969100130080562,23.384564936046047,21.335389083702175,25.276299008713387,19.49390006644913,22.55272505103306,27.16837723299524,18.06179973983887,22.278867046136735,27.97959643737196,19.49390006644913,21.13943352306837,28.43855422623161,22.09515014542631,19.54242509439325,27.671558660821805,22.671717284030137,17.24275869600789,25.888317255942074,24.29752280002408,15.68201724066995,24.377505628203878,24.62397997898956,14.14973347970818,22.278867046136735,23.521825181113627,13.979400086720377,17.24275869600789,21.73186268412274,16.020599913279625,9.030899869919436,21.13943352306837,18.692317197309762,14.62397997898956,20.5307844348342,20.863598306747484,17.16003343634799,20.5307844348342,23.117538610557542,20.253058652647702,19.294189257142925,23.443922736851107,19.030899869919434,16.989700043360187,23.443922736851107,14.62397997898956,14.14973347970818,23.59835482339888,13.979400086720377,0.0,20.374264979406238
24.29752280002408,24.668676203541096,27.363965022766426,25.95496221825574,28.603380065709935,29.268567089496923,24.424797690644485,29.375178920173468,27.67897616018091,25.118833609788744,28.992731873176037,24.955443375464483,26.11723308007342,30.0,25.477747053878225,27.965743332104296,30.398105541483503,27.435097647284298,28.305886686851444,30.374264979406238,27.98650645445269,29.030899869919438,31.66133970305109,28.965262174895553,28.2865989653532,30.97604328874411,27.965743332104296,27.520484478194387,30.44539760392411,26.45422269349092,24.712917110589387,29.67547976218862,23.69215857410143,21.13943352306837,28.90979596989689,20.969100130080562,12.30448921378274,26.532125137753436,18.129133566428553,19.138138523837167,22.50420002308894,19.294189257142925,25.289167002776548,19.294189257142925,23.443922736851107,26.63700925389648,16.901960800285135,22.278867046136735,27.902851640332415,19.294189257142925,20.969100130080562,27.87460474518415,20.969100130080562,20.0,26.9284691927723,22.50420002308894,16.989700043360187,25.514499979728754,22.30448921378274,16.127838567197355,23.654879848908998,23.59835482339888,13.979400086720377,21.64352855784437,22.50420002308894,13.979400086720377,16.989700043360187,20.0,15.051499783199061,11.139433523068368,20.969100130080562,19.294189257142925,12.041199826559248,19.86771734266245,20.374264979406238,17.634279935629372,20.253058652647702,23.180633349627616,18.633228601204557,17.634279935629372,22.671717284030137,17.16003343634799,16.532125137753436,22.85557309007774,15.314789170422552,10.0,22.50420002308894,12.30448921378274,6.989700043360188,19.294189257142925
24.60897842756548,23.891660843645326,26.989700043360187,27.16837723299524,28.721562727482926,29.37016107464814,26.522463410033232,30.289777052087782,28.633228601204557,27.16003343634799,30.433622780211294,26.9284691927723,27.965743332104296,31.18264726089479,26.78518379040114,29.268567089496923,31.809855807867304,28.068580295188177,29.561684304753634,31.4674801363064,28.721562727482926,29.712758487381056,32.11921084308509,29.268567089496923,28.129133566428557,30.9968064110925,28.068580295188177,26.5991620006985,30.056094453602803,26.283889300503116,22.380461031287954,28.115750058705935,23.26335860928751,18.325089127062363,27.363965022766426,19.084850188786497,6.020599913279624,24.62397997898956,17.16003343634799,17.634279935629372,20.681858617461618,18.129133566428553,24.14973347970818,18.129133566428553,22.30448921378274,25.118833609788744,16.532125137753436,20.5307844348342,27.032913781186615,19.49390006644913,20.0,28.325089127062363,22.50420002308894,19.294189257142925,27.331972651065698,22.944662261615928,17.16003343634799,26.483600109809316,24.62397997898956,16.989700043360187,24.84299839346786,25.105450102066122,16.127838567197355,23.654879848908998,24.74216264076255,15.68201724066995,19.54242509439325,22.380461031287954,15.051499783199061,14.62397997898956,21.84691430817599,18.325089127062363,14.14973347970818,20.374264979406238,20.253058652647702,18.06179973983887,19.294189257142925,22.14843848047698,16.901960800285135,16.989700043360187,20.969100130080562,16.901960800285135,14.14973347970818,21.613680022349747,13.979400086720377,13.010299956639813,21.64352855784437,12.30448921378274,0.0,16.989700043360187
24.712917110589387,24.14973347970818,27.16837723299524,25.390760987927766,27.965743332104296,28.432327780980096,24.955443375464483,29.375178920173468,27.958800173440753,25.390760987927766,29.268567089496923,25.276299008713387,26.989700043360187,30.6333335895175,25.95496221825574,27.85329835010767,30.663259253620375,27.032913781186615,28.175653695597806,30.61829307294699,27.81755374652469,28.603380065709935,31.13943352306837,28.280150642239768,28.40106094456758,31.185953652237618,28.29946695941636,26.848453616444125,29.772662124272927,26.127838567197355,25.2244423350632,30.433622780211294,24.969296480732147,21.958996524092335,29.309490311675233,20.863598306747484,11.139433523068368,26.830470382388498,18.692317197309762,20.374264979406238,23.69215857410143,20.969100130080562,24.668676203541096,19.030899869919434,22.278867046136735,26.848453616444125,19.030899869919434,22.944662261615928,27.363965022766426,18.325089127062363,20.863598306747484,27.85329835010767,21.335389083702175,19.294189257142925,26.665179805548807,22.09515014542631,18.325089127062363,25.05149978319906,23.05351369446624,16.020599913279625,23.979400086720375,24.29752280002408,15.563025007672874,21.73186268412274,23.010299956639813,15.314789170422552,17.853298350107668,21.13943352306837,14.14973347970818,12.30448921378274,19.86771734266245,18.633228601204557,13.010299956639813,19.294189257142925,20.0,17.24275869600789,19.138138523837167,21.367205671564065,18.633228601204557,19.294189257142925,22.92256071356476,18.633228601204557,16.020599913279625,23.59835482339888,15.563025007672874,11.139433523068368,22.55272505103306,13.979400086720377,6.020599913279624,19.030899869919434
